"","Nationality","Date.1","Artist"
"18864","French",1900,"Pierre Bonnard"
"18865","French",1900,"Pierre Bonnard"
"18866","French",1900,"Pierre Bonnard"
"18867","French",1900,"Pierre Bonnard"
"18868","French",1900,"Pierre Bonnard"
"18869","French",1900,"Pierre Bonnard"
"18870","French",1900,"Pierre Bonnard"
"18871","French",1900,"Pierre Bonnard"
"18872","French",1900,"Pierre Bonnard"
"18873","French",1900,"Pierre Bonnard"
"18874","French",1900,"Pierre Bonnard"
"18875","French",1900,"Pierre Bonnard"
"18876","French",1900,"Pierre Bonnard"
"18877","French",1900,"Pierre Bonnard"
"18878","French",1900,"Pierre Bonnard"
"18879","French",1900,"Pierre Bonnard"
"18880","French",1900,"Pierre Bonnard"
"18881","French",1900,"Pierre Bonnard"
"18882","French",1900,"Pierre Bonnard"
"18883","French",1900,"Pierre Bonnard"
"18884","French",1900,"Pierre Bonnard"
"18885","French",1900,"Pierre Bonnard"
"18886","French",1900,"Pierre Bonnard"
"18887","French",1900,"Pierre Bonnard"
"18888","French",1900,"Pierre Bonnard"
"18889","French",1900,"Pierre Bonnard"
"18890","French",1900,"Pierre Bonnard"
"18891","French",1900,"Pierre Bonnard"
"18892","French",1900,"Pierre Bonnard"
"18893","French",1900,"Pierre Bonnard"
"18894","French",1900,"Pierre Bonnard"
"18895","French",1900,"Pierre Bonnard"
"18896","French",1900,"Pierre Bonnard"
"18897","French",1900,"Pierre Bonnard"
"18898","French",1900,"Pierre Bonnard"
"18899","French",1900,"Pierre Bonnard"
"18900","French",1900,"Pierre Bonnard"
"18901","French",1900,"Pierre Bonnard"
"18902","French",1900,"Pierre Bonnard"
"18903","French",1900,"Pierre Bonnard"
"18904","French",1900,"Pierre Bonnard"
"18905","French",1900,"Pierre Bonnard"
"18906","French",1900,"Pierre Bonnard"
"18907","French",1900,"Pierre Bonnard"
"18908","French",1900,"Pierre Bonnard"
"18909","French",1900,"Pierre Bonnard"
"18910","Russian",1936,"Vladimir Mayakovsky"
"18911","French",1902,"Pierre Bonnard"
"18912","French",1902,"Pierre Bonnard"
"18913","French",1902,"Pierre Bonnard"
"18914","French",1902,"Pierre Bonnard"
"18915","French",1902,"Pierre Bonnard"
"18916","French",1902,"Pierre Bonnard"
"18917","French",1902,"Pierre Bonnard"
"18918","French",1902,"Pierre Bonnard"
"18919","French",1902,"Pierre Bonnard"
"18920","French",1902,"Pierre Bonnard"
"18921","French",1902,"Pierre Bonnard"
"18922","French",1902,"Pierre Bonnard"
"18923","French",1902,"Pierre Bonnard"
"18924","French",1902,"Pierre Bonnard"
"18925","French",1902,"Pierre Bonnard"
"18926","French",1902,"Pierre Bonnard"
"18927","French",1902,"Pierre Bonnard"
"18928","French",1902,"Pierre Bonnard"
"18929","French",1902,"Pierre Bonnard"
"18930","French",1902,"Pierre Bonnard"
"18931","French",1902,"Pierre Bonnard"
"18932","French",1902,"Pierre Bonnard"
"18933","French",1902,"Pierre Bonnard"
"18934","French",1902,"Pierre Bonnard"
"18935","French",1902,"Pierre Bonnard"
"18936","French",1902,"Pierre Bonnard"
"18937","French",1902,"Pierre Bonnard"
"18938","French",1902,"Pierre Bonnard"
"18939","French",1902,"Pierre Bonnard"
"18940","French",1902,"Pierre Bonnard"
"18941","French",1902,"Pierre Bonnard"
"18942","French",1902,"Pierre Bonnard"
"18943","French",1902,"Pierre Bonnard"
"18944","French",1902,"Pierre Bonnard"
"18945","French",1902,"Pierre Bonnard"
"18946","French",1902,"Pierre Bonnard"
"18947","French",1902,"Pierre Bonnard"
"18948","French",1902,"Pierre Bonnard"
"18949","French",1902,"Pierre Bonnard"
"18950","French",1902,"Pierre Bonnard"
"18951","French",1902,"Pierre Bonnard"
"18952","French",1902,"Pierre Bonnard"
"18953","French",1902,"Pierre Bonnard"
"18954","French",1902,"Pierre Bonnard"
"18955","French",1902,"Pierre Bonnard"
"18956","French",1902,"Pierre Bonnard"
"18957","French",1902,"Pierre Bonnard"
"18958","French",1902,"Pierre Bonnard"
"18959","French",1902,"Pierre Bonnard"
"18960","French",1902,"Pierre Bonnard"
"18961","French",1902,"Pierre Bonnard"
"18962","French",1902,"Pierre Bonnard"
"18963","French",1902,"Pierre Bonnard"
"18964","French",1902,"Pierre Bonnard"
"18965","French",1902,"Pierre Bonnard"
"18966","French",1902,"Pierre Bonnard"
"18967","French",1902,"Pierre Bonnard"
"18968","French",1902,"Pierre Bonnard"
"18969","French",1902,"Pierre Bonnard"
"18970","French",1902,"Pierre Bonnard"
"18971","French",1902,"Pierre Bonnard"
"18972","French",1902,"Pierre Bonnard"
"18973","French",1902,"Pierre Bonnard"
"18974","French",1902,"Pierre Bonnard"
"18975","French",1902,"Pierre Bonnard"
"18976","French",1902,"Pierre Bonnard"
"18977","French",1902,"Pierre Bonnard"
"18978","French",1902,"Pierre Bonnard"
"18979","French",1902,"Pierre Bonnard"
"18980","French",1902,"Pierre Bonnard"
"18981","French",1902,"Pierre Bonnard"
"18982","French",1902,"Pierre Bonnard"
"18983","French",1902,"Pierre Bonnard"
"18984","French",1902,"Pierre Bonnard"
"18985","French",1902,"Pierre Bonnard"
"18986","French",1902,"Pierre Bonnard"
"18987","French",1902,"Pierre Bonnard"
"18988","French",1902,"Pierre Bonnard"
"18989","French",1902,"Pierre Bonnard"
"18990","French",1902,"Pierre Bonnard"
"18991","French",1902,"Pierre Bonnard"
"18992","French",1902,"Pierre Bonnard"
"18993","French",1902,"Pierre Bonnard"
"18994","French",1902,"Pierre Bonnard"
"18995","French",1902,"Pierre Bonnard"
"18996","French",1902,"Pierre Bonnard"
"18997","French",1902,"Pierre Bonnard"
"18998","French",1902,"Pierre Bonnard"
"18999","French",1902,"Pierre Bonnard"
"19000","French",1902,"Pierre Bonnard"
"19001","French",1902,"Pierre Bonnard"
"19002","French",1902,"Pierre Bonnard"
"19003","French",1902,"Pierre Bonnard"
"19004","French",1902,"Pierre Bonnard"
"19005","French",1902,"Pierre Bonnard"
"19006","French",1902,"Pierre Bonnard"
"19007","French",1902,"Pierre Bonnard"
"19008","French",1902,"Pierre Bonnard"
"19009","French",1902,"Pierre Bonnard"
"19010","French",1902,"Pierre Bonnard"
"19011","French",1902,"Pierre Bonnard"
"19012","French",1902,"Pierre Bonnard"
"19013","French",1902,"Pierre Bonnard"
"19014","French",1902,"Pierre Bonnard"
"19015","French",1902,"Pierre Bonnard"
"19016","French",1902,"Pierre Bonnard"
"19017","French",1902,"Pierre Bonnard"
"19018","French",1902,"Pierre Bonnard"
"19019","French",1902,"Pierre Bonnard"
"19020","French",1902,"Pierre Bonnard"
"19021","French",1902,"Pierre Bonnard"
"19022","French",1902,"Pierre Bonnard"
"19023","French",1902,"Pierre Bonnard"
"19024","French",1902,"Pierre Bonnard"
"19025","French",1902,"Pierre Bonnard"
"19026","French",1902,"Pierre Bonnard"
"19027","French",1902,"Pierre Bonnard"
"19028","French",1902,"Pierre Bonnard"
"19029","French",1902,"Pierre Bonnard"
"19030","French",1902,"Pierre Bonnard"
"19031","French",1902,"Pierre Bonnard"
"19032","French",1902,"Pierre Bonnard"
"19033","French",1902,"Pierre Bonnard"
"19034","French",1902,"Pierre Bonnard"
"19035","French",1902,"Pierre Bonnard"
"19036","French",1902,"Pierre Bonnard"
"19037","French",1902,"Pierre Bonnard"
"19038","French",1902,"Pierre Bonnard"
"19039","French",1902,"Pierre Bonnard"
"19040","French",1902,"Pierre Bonnard"
"19041","French",1902,"Pierre Bonnard"
"19042","French",1902,"Pierre Bonnard"
"19043","French",1902,"Pierre Bonnard"
"19044","French",1902,"Pierre Bonnard"
"19045","French",1902,"Pierre Bonnard"
"19046","French",1902,"Pierre Bonnard"
"19047","French",1902,"Pierre Bonnard"
"19048","French",1902,"Pierre Bonnard"
"19049","French",1902,"Pierre Bonnard"
"19050","French",1902,"Pierre Bonnard"
"19051","French",1902,"Pierre Bonnard"
"19052","French",1902,"Pierre Bonnard"
"19053","French",1902,"Pierre Bonnard"
"19054","French",1902,"Pierre Bonnard"
"19055","French",1902,"Pierre Bonnard"
"19056","French",1902,"Pierre Bonnard"
"19057","French",1902,"Pierre Bonnard"
"19058","French",1902,"Pierre Bonnard"
"19059","French",1902,"Pierre Bonnard"
"19060","French",1902,"Pierre Bonnard"
"19061","French",1902,"Pierre Bonnard"
"19062","French",1902,"Pierre Bonnard"
"19063","French",1902,"Pierre Bonnard"
"19064","French",1902,"Pierre Bonnard"
"19065","French",1902,"Pierre Bonnard"
"19066","French",1902,"Pierre Bonnard"
"19067","French",1902,"Pierre Bonnard"
"19068","",1940,"Russian Book Collection"
"19069","American",1959,"George Lockwood"
"19070","American",1959,"George Lockwood"
"19071","American",1959,"George Lockwood"
"19072","American",1959,"George Lockwood"
"19073","American",1959,"George Lockwood"
"19074","American",1959,"George Lockwood"
"19075","American",1959,"George Lockwood"
"19076","American",1959,"George Lockwood"
"19077","American",1959,"George Lockwood"
"19078","American",1959,"George Lockwood"
"19079","American",1959,"George Lockwood"
"19080","French",1908,"Pierre Bonnard"
"19081","British British",1974,"Gilbert & George, Gilbert Proesch, George Passmore"
"19082","",1940,""
"19083","American",1959,"George Lockwood"
"19084","American",1959,"George Lockwood"
"19085","American",1959,"George Lockwood"
"19086","American",1959,"George Lockwood"
"19087","American",1959,"George Lockwood"
"19088","American",1959,"George Lockwood"
"19089","American",1959,"George Lockwood"
"19090","American",1959,"George Lockwood"
"19091","American",1959,"George Lockwood"
"19092","American",1959,"George Lockwood"
"19093","French",1901,"Pierre Bonnard"
"19095","",1940,"G. Riftin"
"19101","",1940,"Aleksei Levin"
"19102","French",1916,"Pierre Bonnard"
"19103","",1938,"Russian Book Collection"
"19104","French",1918,"Pierre Bonnard"
"19105","American",1967,"Andy Warhol"
"19106","",1937,"Nikolai Denisovskii"
"19107","French",1919,"Pierre Bonnard"
"19108","",1940,"Russian Book Collection"
"19109","French",1920,"Pierre Bonnard"
"19110","",1939,"Russian Book Collection"
"19111","French",1923,"Pierre Bonnard"
"19112","Russian",1934,"El Lissitzky"
"19113","French",1924,"Pierre Bonnard"
"19114","French",1924,"Pierre Bonnard"
"19115","French",1924,"Pierre Bonnard"
"19116","French",1924,"Pierre Bonnard"
"19117","French",1924,"Pierre Bonnard"
"19118","French",1924,"Pierre Bonnard"
"19119","French",1924,"Pierre Bonnard"
"19120","French",1924,"Pierre Bonnard"
"19121","French",1924,"Pierre Bonnard"
"19122","French",1924,"Pierre Bonnard"
"19123","French",1924,"Pierre Bonnard"
"19124","French",1924,"Pierre Bonnard"
"19125","French",1924,"Pierre Bonnard"
"19126","French",1924,"Pierre Bonnard"
"19127","French",1924,"Pierre Bonnard"
"19128","French",1924,"Pierre Bonnard"
"19129","French",1924,"Pierre Bonnard"
"19130","French",1924,"Pierre Bonnard"
"19131","French",1924,"Pierre Bonnard"
"19132","French",1924,"Pierre Bonnard"
"19133","French",1924,"Pierre Bonnard"
"19134","French",1924,"Pierre Bonnard"
"19135","French",1924,"Pierre Bonnard"
"19136","French",1924,"Pierre Bonnard"
"19137","French",1924,"Pierre Bonnard"
"19138","French",1924,"Pierre Bonnard"
"19139","French",1924,"Pierre Bonnard"
"19140","French",1924,"Pierre Bonnard"
"19141","French",1924,"Pierre Bonnard"
"19142","French",1924,"Pierre Bonnard"
"19143","French",1924,"Pierre Bonnard"
"19144","French",1924,"Pierre Bonnard"
"19145","French",1924,"Pierre Bonnard"
"19146","French",1924,"Pierre Bonnard"
"19147","French",1924,"Pierre Bonnard"
"19148","French",1924,"Pierre Bonnard"
"19149","French",1924,"Pierre Bonnard"
"19150","French",1924,"Pierre Bonnard"
"19151","French",1924,"Pierre Bonnard"
"19152","French",1924,"Pierre Bonnard"
"19153","French",1924,"Pierre Bonnard"
"19154","French",1924,"Pierre Bonnard"
"19155","French",1924,"Pierre Bonnard"
"19156","French",1924,"Pierre Bonnard"
"19157","French",1924,"Pierre Bonnard"
"19158","French",1924,"Pierre Bonnard"
"19159","French",1924,"Pierre Bonnard"
"19160","French",1924,"Pierre Bonnard"
"19161","French",1924,"Pierre Bonnard"
"19162","French",1924,"Pierre Bonnard"
"19163","French",1924,"Pierre Bonnard"
"19164","French",1924,"Pierre Bonnard"
"19165","French",1924,"Pierre Bonnard"
"19166","French",1924,"Pierre Bonnard"
"19167","French",1924,"Pierre Bonnard"
"19168","French",1924,"Pierre Bonnard"
"19169","French",1924,"Pierre Bonnard"
"19170","French",1924,"Pierre Bonnard"
"19171","French",1924,"Pierre Bonnard"
"19172","French",1924,"Pierre Bonnard"
"19173","Nationality Unknown",1931,"Unknown Artist"
"19174","French",1927,"Pierre Bonnard"
"19175","",1925,"K.E.B."
"19176","American",1959,"Larry Rivers"
"19177","American",1960,"Larry Rivers"
"19178","American",1959,"Larry Rivers"
"19179","American",1958,"Larry Rivers"
"19180","American",1958,"Larry Rivers"
"19181","American",1958,"Larry Rivers"
"19182","American",1960,"Larry Rivers"
"19183","American",1957,"Larry Rivers"
"19184","American",1958,"Larry Rivers"
"19185","American",1957,"Larry Rivers"
"19186","American",1958,"Larry Rivers"
"19187","American",1959,"Larry Rivers"
"19188","American",1958,"Larry Rivers"
"19189","American",1958,"Larry Rivers"
"19190","American",1958,"Larry Rivers"
"19191","French",1930,"Pierre Bonnard"
"19192","French",1930,"Pierre Bonnard"
"19193","French",1930,"Pierre Bonnard"
"19194","French",1930,"Pierre Bonnard"
"19195","French",1930,"Pierre Bonnard"
"19196","French",1930,"Pierre Bonnard"
"19197","French",1930,"Pierre Bonnard"
"19198","French",1930,"Pierre Bonnard"
"19199","French",1930,"Pierre Bonnard"
"19200","French",1930,"Pierre Bonnard"
"19201","French",1930,"Pierre Bonnard"
"19202","French",1930,"Pierre Bonnard"
"19203","French",1930,"Pierre Bonnard"
"19204","French",1930,"Pierre Bonnard"
"19205","French",1930,"Pierre Bonnard"
"19206","Nationality Unknown",1930,"Unknown Artist"
"19207","French",1920,"Pierre Bonnard"
"19208","French",1930,"Pierre Bonnard"
"19209","French",1920,"Pierre Bonnard"
"19210","French",1920,"Pierre Bonnard"
"19211","French",1920,"Pierre Bonnard"
"19212","French",1920,"Pierre Bonnard"
"19213","French",1920,"Pierre Bonnard"
"19214","French",1920,"Pierre Bonnard"
"19215","French",1920,"Pierre Bonnard"
"19216","French",1920,"Pierre Bonnard"
"19217","French",1920,"Pierre Bonnard"
"19218","French",1920,"Pierre Bonnard"
"19219","French",1920,"Pierre Bonnard"
"19220","French",1920,"Pierre Bonnard"
"19221","French",1920,"Pierre Bonnard"
"19222","French",1920,"Pierre Bonnard"
"19223","French",1920,"Pierre Bonnard"
"19224","French",1920,"Pierre Bonnard"
"19225","French",1920,"Pierre Bonnard"
"19226","French",1920,"Pierre Bonnard"
"19227","French",1920,"Pierre Bonnard"
"19228","French",1920,"Pierre Bonnard"
"19229","French",1920,"Pierre Bonnard"
"19230","French",1920,"Pierre Bonnard"
"19231","French",1920,"Pierre Bonnard"
"19232","French",1920,"Pierre Bonnard"
"19233","French",1920,"Pierre Bonnard"
"19234","French",1920,"Pierre Bonnard"
"19235","French",1920,"Pierre Bonnard"
"19236","French",1920,"Pierre Bonnard"
"19237","French",1920,"Pierre Bonnard"
"19238","French",1920,"Pierre Bonnard"
"19239","French",1920,"Pierre Bonnard"
"19240","French",1920,"Pierre Bonnard"
"19241","French",1920,"Pierre Bonnard"
"19242","French",1920,"Pierre Bonnard"
"19243","French",1920,"Pierre Bonnard"
"19244","French",1920,"Pierre Bonnard"
"19245","French",1920,"Pierre Bonnard"
"19246","French",1920,"Pierre Bonnard"
"19247","French",1920,"Pierre Bonnard"
"19248","French",1920,"Pierre Bonnard"
"19249","French",1920,"Pierre Bonnard"
"19250","French",1920,"Pierre Bonnard"
"19251","French",1920,"Pierre Bonnard"
"19252","French",1920,"Pierre Bonnard"
"19253","French",1920,"Pierre Bonnard"
"19254","French",1920,"Pierre Bonnard"
"19255","French",1920,"Pierre Bonnard"
"19256","French",1920,"Pierre Bonnard"
"19257","French",1920,"Pierre Bonnard"
"19258","French",1920,"Pierre Bonnard"
"19259","French",1920,"Pierre Bonnard"
"19260","French",1920,"Pierre Bonnard"
"19261","French",1920,"Pierre Bonnard"
"19262","French",1920,"Pierre Bonnard"
"19263","French",1920,"Pierre Bonnard"
"19264","French",1920,"Pierre Bonnard"
"19265","French",1920,"Pierre Bonnard"
"19266","French",1920,"Pierre Bonnard"
"19267","French",1920,"Pierre Bonnard"
"19268","French",1920,"Pierre Bonnard"
"19269","French",1920,"Pierre Bonnard"
"19270","French",1920,"Pierre Bonnard"
"19271","French",1920,"Pierre Bonnard"
"19272","French",1920,"Pierre Bonnard"
"19273","French",1920,"Pierre Bonnard"
"19274","French",1920,"Pierre Bonnard"
"19275","French",1920,"Pierre Bonnard"
"19276","French",1920,"Pierre Bonnard"
"19277","French",1920,"Pierre Bonnard"
"19278","French",1920,"Pierre Bonnard"
"19279","French",1920,"Pierre Bonnard"
"19280","French",1920,"Pierre Bonnard"
"19281","French",1920,"Pierre Bonnard"
"19282","French",1920,"Pierre Bonnard"
"19283","French",1920,"Pierre Bonnard"
"19284","French",1920,"Pierre Bonnard"
"19285","French",1920,"Pierre Bonnard"
"19286","French",1920,"Pierre Bonnard"
"19287","French",1920,"Pierre Bonnard"
"19288","French",1920,"Pierre Bonnard"
"19289","French",1920,"Pierre Bonnard"
"19290","French",1920,"Pierre Bonnard"
"19291","French",1920,"Pierre Bonnard"
"19292","French",1920,"Pierre Bonnard"
"19293","French",1920,"Pierre Bonnard"
"19294","French",1920,"Pierre Bonnard"
"19295","French",1920,"Pierre Bonnard"
"19296","French",1920,"Pierre Bonnard"
"19297","French",1920,"Pierre Bonnard"
"19298","French",1920,"Pierre Bonnard"
"19299","French",1920,"Pierre Bonnard"
"19300","French",1920,"Pierre Bonnard"
"19301","French",1920,"Pierre Bonnard"
"19302","French",1920,"Pierre Bonnard"
"19303","French",1920,"Pierre Bonnard"
"19304","French",1920,"Pierre Bonnard"
"19305","French",1920,"Pierre Bonnard"
"19306","French",1920,"Pierre Bonnard"
"19307","French",1920,"Pierre Bonnard"
"19308","French",1920,"Pierre Bonnard"
"19309","French",1920,"Pierre Bonnard"
"19310","French",1920,"Pierre Bonnard"
"19311","French",1920,"Pierre Bonnard"
"19312","French",1920,"Pierre Bonnard"
"19313","French",1920,"Pierre Bonnard"
"19314","French",1920,"Pierre Bonnard"
"19315","French",1920,"Pierre Bonnard"
"19316","French",1920,"Pierre Bonnard"
"19317","French",1920,"Pierre Bonnard"
"19318","French",1920,"Pierre Bonnard"
"19319","French",1920,"Pierre Bonnard"
"19320","French",1920,"Pierre Bonnard"
"19321","French",1920,"Pierre Bonnard"
"19322","French",1920,"Pierre Bonnard"
"19323","French",1920,"Pierre Bonnard"
"19324","French",1920,"Pierre Bonnard"
"19325","French",1920,"Pierre Bonnard"
"19326","French",1920,"Pierre Bonnard"
"19327","French",1920,"Pierre Bonnard"
"19328","French",1920,"Pierre Bonnard"
"19329","French",1920,"Pierre Bonnard"
"19330","French",1920,"Pierre Bonnard"
"19331","French",1920,"Pierre Bonnard"
"19332","French",1920,"Pierre Bonnard"
"19333","French",1920,"Pierre Bonnard"
"19334","French",1920,"Pierre Bonnard"
"19335","French",1920,"Pierre Bonnard"
"19336","French",1920,"Pierre Bonnard"
"19337","French",1920,"Pierre Bonnard"
"19338","French",1920,"Pierre Bonnard"
"19339","French",1920,"Pierre Bonnard"
"19340","French",1920,"Pierre Bonnard"
"19341","French",1920,"Pierre Bonnard"
"19342","French",1920,"Pierre Bonnard"
"19343","French",1920,"Pierre Bonnard"
"19344","French",1920,"Pierre Bonnard"
"19345","French",1920,"Pierre Bonnard"
"19346","French",1920,"Pierre Bonnard"
"19347","French",1920,"Pierre Bonnard"
"19348","French",1920,"Pierre Bonnard"
"19349","French",1920,"Pierre Bonnard"
"19350","French",1920,"Pierre Bonnard"
"19351","French",1920,"Pierre Bonnard"
"19352","French",1920,"Pierre Bonnard"
"19353","French",1920,"Pierre Bonnard"
"19354","French",1920,"Pierre Bonnard"
"19355","French",1920,"Pierre Bonnard"
"19356","French",1920,"Pierre Bonnard"
"19357","French",1920,"Pierre Bonnard"
"19358","French",1920,"Pierre Bonnard"
"19359","French",1920,"Pierre Bonnard"
"19360","French",1920,"Pierre Bonnard"
"19361","French",1920,"Pierre Bonnard"
"19362","French",1920,"Pierre Bonnard"
"19363","French",1920,"Pierre Bonnard"
"19364","French",1920,"Pierre Bonnard"
"19365","French",1920,"Pierre Bonnard"
"19366","French",1920,"Pierre Bonnard"
"19367","French",1920,"Pierre Bonnard"
"19368","French",1920,"Pierre Bonnard"
"19369","French",1920,"Pierre Bonnard"
"19370","French",1920,"Pierre Bonnard"
"19371","French",1920,"Pierre Bonnard"
"19372","French",1920,"Pierre Bonnard"
"19373","French",1920,"Pierre Bonnard"
"19374","French",1920,"Pierre Bonnard"
"19375","French",1920,"Pierre Bonnard"
"19376","French",1920,"Pierre Bonnard"
"19377","French",1920,"Pierre Bonnard"
"19378","French",1920,"Pierre Bonnard"
"19379","French",1920,"Pierre Bonnard"
"19380","French",1920,"Pierre Bonnard"
"19381","French",1920,"Pierre Bonnard"
"19382","French",1920,"Pierre Bonnard"
"19383","French",1920,"Pierre Bonnard"
"19384","French",1920,"Pierre Bonnard"
"19385","French",1920,"Pierre Bonnard"
"19386","French",1920,"Pierre Bonnard"
"19387","French",1920,"Pierre Bonnard"
"19388","French",1920,"Pierre Bonnard"
"19389","French",1920,"Pierre Bonnard"
"19390","French",1920,"Pierre Bonnard"
"19391","French",1920,"Pierre Bonnard"
"19392","French",1920,"Pierre Bonnard"
"19393","French",1920,"Pierre Bonnard"
"19394","French",1920,"Pierre Bonnard"
"19395","French",1920,"Pierre Bonnard"
"19396","French",1920,"Pierre Bonnard"
"19397","French",1920,"Pierre Bonnard"
"19398","French",1920,"Pierre Bonnard"
"19399","French",1920,"Pierre Bonnard"
"19400","French",1920,"Pierre Bonnard"
"19401","French",1920,"Pierre Bonnard"
"19402","French",1920,"Pierre Bonnard"
"19403","French",1920,"Pierre Bonnard"
"19404","French",1920,"Pierre Bonnard"
"19405","French",1920,"Pierre Bonnard"
"19406","French",1920,"Pierre Bonnard"
"19407","French",1920,"Pierre Bonnard"
"19408","French",1920,"Pierre Bonnard"
"19409","French",1920,"Pierre Bonnard"
"19410","French",1920,"Pierre Bonnard"
"19411","Russian",1933,"El Lissitzky"
"19412","French",1944,"Pierre Bonnard"
"19413","American",1970,"Bruce Conner"
"19414","Russian",1934,"Varvara Stepanova"
"19415","French",1946,"Pierre Bonnard"
"19416","French",1946,"Pierre Bonnard"
"19417","French",1946,"Pierre Bonnard"
"19418","French",1946,"Pierre Bonnard"
"19419","French",1946,"Pierre Bonnard"
"19420","French",1946,"Pierre Bonnard"
"19421","French",1946,"Pierre Bonnard"
"19422","French",1946,"Pierre Bonnard"
"19423","French",1946,"Pierre Bonnard"
"19424","French",1946,"Pierre Bonnard"
"19425","French",1946,"Pierre Bonnard"
"19426","French",1946,"Pierre Bonnard"
"19427","French",1946,"Pierre Bonnard"
"19428","French",1946,"Pierre Bonnard"
"19429","French",1946,"Pierre Bonnard"
"19430","French",1946,"Pierre Bonnard"
"19431","French",1946,"Pierre Bonnard"
"19432","French",1946,"Pierre Bonnard"
"19433","French",1946,"Pierre Bonnard"
"19434","French",1946,"Pierre Bonnard"
"19435","French",1946,"Pierre Bonnard"
"19436","French",1946,"Pierre Bonnard"
"19437","French",1946,"Pierre Bonnard"
"19438","French",1946,"Pierre Bonnard"
"19439","French",1946,"Pierre Bonnard"
"19440","",1919,"Aleksandr Shevchenko"
"19441","French",1946,"Pierre Bonnard"
"19443","Russian",1918,"Kseniia Boguslavskaia, Vladimir Kozlinskii, Sergei Makletsov, Jean Pougny (Ivan Puni)"
"19445","American",1953,"Grace Hartigan"
"19446","American",1953,"Grace Hartigan"
"19447","American",1953,"Grace Hartigan"
"19448","American",1953,"Grace Hartigan"
"19449","",1924,"Anna Ostroumova-Lebedeva"
"19450","French",1956,"Alain de La Bourdonnaye"
"19451","French",1956,"Alain de La Bourdonnaye"
"19452","French",1956,"Alain de La Bourdonnaye"
"19453","French",1956,"Alain de La Bourdonnaye"
"19454","French",1956,"Alain de La Bourdonnaye"
"19455","French",1956,"Alain de La Bourdonnaye"
"19456","French",1956,"Alain de La Bourdonnaye"
"19457","French",1956,"Alain de La Bourdonnaye"
"19458","French",1956,"Alain de La Bourdonnaye"
"19459","French",1956,"Alain de La Bourdonnaye"
"19460","French",1956,"Alain de La Bourdonnaye"
"19461","French",1956,"Alain de La Bourdonnaye"
"19462","French",1956,"Alain de La Bourdonnaye"
"19463","Russian",1923,"Aleksei Kravchenko"
"19464","French",1921,"Georges Braque"
"19465","French",1921,"Georges Braque"
"19466","French",1921,"Georges Braque"
"19467","French",1921,"Georges Braque"
"19468","",1933,"Russian Book Collection"
"19469","French",1924,"Georges Braque"
"19470","Russian",1937,"Evgenii Goliakhovskii, El Lissitzky, Sophie Lissitsky"
"19471","French",1945,"Georges Braque"
"19472","Russian",1916,"Olga Rozanova"
"19474","Russian",1916,"Olga Rozanova"
"19475","Russian",1916,"Olga Rozanova"
"19476","Russian",1916,"Olga Rozanova"
"19477","Russian",1916,"Olga Rozanova"
"19478","Russian",1916,"Olga Rozanova"
"19479","Russian",1916,"Olga Rozanova"
"19480","Russian",1916,"Olga Rozanova"
"19481","Russian",1916,"Olga Rozanova"
"19482","Russian",1916,"Olga Rozanova"
"19483","",1929,"Viacheslav Ivanov, Vladimir Roberg"
"19484","French",1947,"Georges Braque"
"19485","French",1947,"Georges Braque"
"19486","French",1947,"Georges Braque"
"19487","French",1947,"Georges Braque"
"19488","",1934,"Ivan Rerberg"
"19489","French",1949,"Georges Braque"
"19490","French",1949,"Georges Braque"
"19491","French",1949,"Georges Braque"
"19492","French",1949,"Georges Braque"
"19493","French",1949,"Georges Braque"
"19494","",1930,"Russian Book Collection"
"19495","French",1949,"Georges Braque"
"19496","French",1949,"Georges Braque"
"19497","French",1949,"Georges Braque"
"19498","French",1949,"Georges Braque"
"19499","French",1949,"Georges Braque"
"19500","French",1949,"Georges Braque"
"19501","French",1949,"Georges Braque"
"19502","French",1949,"Georges Braque"
"19503","French",1949,"Georges Braque"
"19504","French",1949,"Georges Braque"
"19505","French",1949,"Georges Braque"
"19506","French",1949,"Georges Braque"
"19507","French",1949,"Georges Braque"
"19508","French",1949,"Georges Braque"
"19509","French",1949,"Georges Braque"
"19510","French",1949,"Georges Braque"
"19511","French",1949,"Georges Braque"
"19512","French",1949,"Georges Braque"
"19513","French",1949,"Georges Braque"
"19514","French",1949,"Georges Braque"
"19515","French",1949,"Georges Braque"
"19516","French",1949,"Georges Braque"
"19517","French",1949,"Georges Braque"
"19518","French",1949,"Georges Braque"
"19519","French",1949,"Georges Braque"
"19520","French",1949,"Georges Braque"
"19521","French",1949,"Georges Braque"
"19522","French",1949,"Georges Braque"
"19523","French",1949,"Georges Braque"
"19524","American",1993,"Robert Wilson"
"19525","Russian",1934,"Varvara Stepanova"
"19526","French",1950,"Georges Braque"
"19527","French",1950,"Georges Braque"
"19528","French",1950,"Georges Braque"
"19529","French",1950,"Georges Braque"
"19530","French",1950,"Georges Braque"
"19531","French",1950,"Georges Braque"
"19532","Austrian",1907,"Various Artists, Fritz Zeymer, Berthold L<U+00F6>ffler, Oskar Kokoschka, Carl Otto Czeschka"
"19534","French",1950,"Georges Braque"
"19535","French",1950,"Georges Braque"
"19536","French",1950,"Georges Braque"
"19537","French",1950,"Georges Braque"
"19538","French",1950,"Georges Braque"
"19539","French",1950,"Georges Braque"
"19540","French",1894,"Alfred Jarry"
"19542","French",1894,"Alfred Jarry"
"19543","French",1894,"Alfred Jarry"
