"","Nationality","Date.1","Artist"
"648","American",1932,"Ludwig Mies van der Rohe"
"649","American",1932,"Ludwig Mies van der Rohe"
"650","American",1932,"Ludwig Mies van der Rohe"
"651","American",1932,"Ludwig Mies van der Rohe"
"652","American",1932,"Ludwig Mies van der Rohe"
"653","American",1932,"Ludwig Mies van der Rohe"
"654","American",1932,"Ludwig Mies van der Rohe"
"658","American",1934,"Ludwig Mies van der Rohe"
"659","American",1935,"Ludwig Mies van der Rohe"
"660","American",1935,"Ludwig Mies van der Rohe"
"661","American",1934,"Ludwig Mies van der Rohe"
"662","American",1934,"Ludwig Mies van der Rohe"
"663","American",1935,"Ludwig Mies van der Rohe"
"664","American",1938,"Ludwig Mies van der Rohe"
"666","American",1939,"Ludwig Mies van der Rohe"
"667","American",1947,"Ludwig Mies van der Rohe"
"672","American",1941,"Ludwig Mies van der Rohe"
"673","American",1941,"Ludwig Mies van der Rohe"
"674","American",1941,"Ludwig Mies van der Rohe"
"675","American",1943,"Ludwig Mies van der Rohe"
"682","American",1944,"Ludwig Mies van der Rohe"
"683","American",1945,"Ludwig Mies van der Rohe"
"684","American",1945,"Ludwig Mies van der Rohe"
"685","American",1945,"Ludwig Mies van der Rohe"
"686","American",1945,"Ludwig Mies van der Rohe"
"687","American",1945,"Ludwig Mies van der Rohe"
"688","American",1946,"Ludwig Mies van der Rohe"
"689","American",1945,"Ludwig Mies van der Rohe"
"690","American",1923,"Ludwig Mies van der Rohe"
"692","American",1941,"Ludwig Mies van der Rohe"
"693","American",1957,"Ludwig Mies van der Rohe"
"695","American",1964,"Ludwig Mies van der Rohe"
"696","American",1957,"Ludwig Mies van der Rohe"
"697","American",1929,"Ludwig Mies van der Rohe"
"698","American",1953,"Ludwig Mies van der Rohe"
"699","American",1945,"Ludwig Mies van der Rohe"
"700","American",1944,"Ludwig Mies van der Rohe"
"701","American",1946,"Ludwig Mies van der Rohe"
"702","American",1921,"Ludwig Mies van der Rohe"
"706","American",1972,"Raimund Abraham"
"707","American",1974,"Raimund Abraham"
"708","Argentine",1975,"Emilio Ambasz"
"709","Italian",1969,"Andrea Branzi"
"710","British",1964,"Peter Cook"
"711","British",1964,"Peter Cook"
"712","British",1964,"Peter Cook"
"713","British",1965,"Peter Cook"
"714","American",1975,"Peter Eisenman"
"715","French",1958,"Yona Friedman"
"716","French",1959,"Yona Friedman"
"717","American",1927,"R. Buckminster Fuller"
"719","American",1927,"R. Buckminster Fuller"
"720","American",1929,"R. Buckminster Fuller"
"721","American",1930,"R. Buckminster Fuller"
"723","American",1973,"John Hejduk"
"724","American",1973,"John Hejduk"
"725","American",1973,"John Hejduk"
"726","British",1964,"Ron Herron"
"727","British",1966,"Ron Herron"
"728","Japanese",1960,"Arata Isozaki"
"729","Japanese",1968,"Arata Isozaki"
"730","Dutch",1975,"Rem Koolhaas, Elia Zenghelis"
"732","Dutch",1976,"Rem Koolhaas, Madelon Vriesendorp"
"733","Luxembourgish",1974,"Leon Krier"
"734","Luxembourgish",1974,"Leon Krier"
"735","Luxembourgish",1974,"Leon Krier"
"736","Luxembourgish",1971,"Leon Krier"
"737","Luxembourgish",1972,"Leon Krier"
"738","Luxembourgish",1975,"Leon Krier"
"739","American",1975,"Rodolfo Machado, Jorge Silvetti"
"740","American",1975,"Rodolfo Machado, Jorge Silvetti"
"741","Italian",1971,"Alessandro Mendini"
"742","Italian",1971,"Alessandro Mendini"
"743","Austrian",1974,"Max Peintner"
"744","Italian",1971,"Gaetano Pesce"
"745","Italian",1971,"Gaetano Pesce"
"746","Italian",1974,"Gaetano Pesce"
"747","Italian",1974,"Gaetano Pesce"
"748","Italian",1974,"Gaetano Pesce"
"749","Austrian",1974,"Walter Pichler"
"750","Austrian",1975,"Walter Pichler"
"751","Austrian",1975,"Walter Pichler"
"752","Austrian",1977,"Walter Pichler"
"753","British",1959,"Cedric Price"
"754","British",1959,"Cedric Price"
"755","British",1959,"Cedric Price"
"756","British",1959,"Cedric Price"
"757","British",1964,"Cedric Price"
"758","British",1964,"Cedric Price"
"759","British",1964,"Cedric Price"
"760","British",1964,"Cedric Price"
"761","British",1964,"Cedric Price"
"762","British",1964,"Cedric Price"
"763","British",1964,"Cedric Price"
"764","British",1964,"Cedric Price"
"765","British",1964,"Cedric Price"
"766","British",1978,"Cedric Price"
"767","British",1978,"Cedric Price"
"768","British",1978,"Cedric Price"
"769","British",1979,"Cedric Price"
"770","British",1978,"Cedric Price"
"772","British",1978,"Cedric Price"
"773","American",1968,"Friedrich St. Florian"
"774","American",1972,"Friedrich St. Florian"
"775","British",1978,"Cedric Price"
"776","Italian",1971,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia, Alessandro Poli"
"777","British",1978,"Cedric Price"
"778","British",1978,"Cedric Price"
"779","British",1978,"Cedric Price"
"780","British",1978,"Cedric Price"
"781","British",1978,"Cedric Price"
"782","British",1978,"Cedric Price"
"783","British",1978,"Cedric Price"
"784","British",1977,"Cedric Price"
"785","British",1978,"Cedric Price"
"786","British",1978,"Cedric Price"
"787","British",1977,"Cedric Price"
"788","British",1978,"Cedric Price"
"789","British",1978,"Cedric Price"
"790","British",1978,"Cedric Price"
"791","British",1978,"Cedric Price"
"792","British",1978,"Cedric Price"
"793","British",1978,"Cedric Price"
"794","British",1978,"Cedric Price"
"795","British",1978,"Cedric Price"
"796","British",1978,"Cedric Price"
"797","British",1978,"Cedric Price"
"798","British",1978,"Cedric Price"
"799","British",1978,"Cedric Price"
"800","British",1978,"Cedric Price"
"801","Italian",1971,"Aldo Rossi, Gianni Braghieri"
"802","Italian",1972,"Aldo Rossi, Gianni Braghieri"
"803","Italian",1972,"Aldo Rossi, Gianni Braghieri"
"804","Italian",1976,"Aldo Rossi, J. da Nobrega, J. Charters"
"805","Italian",1976,"Aldo Rossi, J. da Nobrega, J. Charters"
"806","American",1964,"Raimund Abraham"
"807","Italian",1971,"Aldo Rossi, Gianni Braghieri"
"808","American",1966,"Raimund Abraham"
"809","Italian",1971,"Aldo Rossi, Gianni Braghieri"
"810","American",1966,"Raimund Abraham"
"811","Italian",1971,"Aldo Rossi, Gianni Braghieri"
"812","American",1967,"Raimund Abraham"
"813","American",1972,"Paul Rudolph"
"814","American",1966,"Raimund Abraham"
"815","American",1966,"Friedrich St. Florian"
"816","American",1965,"Friedrich St. Florian"
"817","American",1966,"Friedrich St. Florian"
"818","American",1966,"Friedrich St. Florian"
"819","American",1966,"Raimund Abraham"
"820","American",1974,"Friedrich St. Florian"
"821","American",1966,"Raimund Abraham"
"822","Italian",1974,"Massimo Scolari"
"823","Italian",1975,"Massimo Scolari"
"824","Italian",1973,"Ettore Sottsass"
"825","Italian",1972,"Ettore Sottsass"
"826","Italian",1972,"Ettore Sottsass"
"827","Italian",1972,"Ettore Sottsass"
"828","Italian",1973,"Ettore Sottsass"
"829","Italian",1973,"Ettore Sottsass"
"830","Italian",1973,"Ettore Sottsass"
"831","Italian",1973,"Ettore Sottsass"
"832","Italian",1972,"Ettore Sottsass"
"833","Italian",1972,"Ettore Sottsass"
"834","Italian",1972,"Ettore Sottsass"
"835","Italian",1972,"Ettore Sottsass"
"836","Italian",1972,"Ettore Sottsass"
"837","Italian",1973,"Ettore Sottsass"
"838","Italian",1969,"Superstudio, Cristiano Toraldo di Francia, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini"
"839","Italian",1969,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Adolfo Natalini, Cristiano Toraldo di Francia"
"840","Italian",1969,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Cristiano Toraldo di Francia, Adolfo Natalini"
"841","Italian",1969,"Superstudio, Gian Piero Frassinelli, Cristiano Toraldo di Francia, Alessandro Magris, Roberto Magris, Adolfo Natalini"
"842","Italian",1969,"Superstudio, Gian Piero Frassinelli, Alessandro Magris, Roberto Magris, Cristiano Toraldo di Francia, Adolfo Natalini"
"843","German",1964,"Mathias Ungers, G. Geist, J. Sawade"
"844","British",1957,"Michael Webb"
"845","British",1957,"Michael Webb"
"846","British",1975,"Zoe Zenghelis, Elia Zenghelis"
"847","Italian",1999,"Lauretta Vinciarelli"
"848","Italian",1999,"Lauretta Vinciarelli"
"849","Italian",1999,"Lauretta Vinciarelli"
"850","Italian",1999,"Lauretta Vinciarelli"
"851","Italian",1999,"Lauretta Vinciarelli"
"852","Italian",1999,"Lauretta Vinciarelli"
"853","Italian",1999,"Lauretta Vinciarelli"
"854","Italian",1999,"Lauretta Vinciarelli"
"855","French",1935,"Le Corbusier (Charles-¨¦douard Jeanneret)"
"856","American",1988,"Steven Holl Architects, Steven Holl, Peter Lynch, Stephen Cassell, Pier Copat, Bryan Bell, Friederike Gross-Pietsche, Thomas Gardner"
"857","American",1979,"Steven Holl Architects, Steven Holl, Mark Janson, Joseph Fenton, Suzanne Powadiuk, James Rosen"
"858","Dutch",1989,"Rem Koolhaas, Art Zaaijer, Xaveer de Geijter, Georges Heinz, Heike Lohmann, Ron Steiner, Alex Wall, Christophe Cornubert, Ramon Klein, Yushi Uehara"
"859","American",1927,"Richard Neutra"
"860","Swiss",1982,"Mario Botta"
"861","American",1980,"Steven Holl"
"862","American",1968,"Paul Rudolph"
"863","Dutch",1994,"Rem Koolhaas, Julien Monfort, Jeroen Thomas, Yo Yamagata, Jeanne Gang, Chris Dondorp"
"864","Dutch",1993,"Rem Koolhaas, Gro Bonesmo, Jeroen Thomas"
"865","American",1988,"Elizabeth Diller, Ricardo Scofidio"
"866","British",1970,"Foster Associates"
"867","British",1970,"Foster Associates"
"868","American",1934,"Frank Lloyd Wright"
"869","French",1951,"Le Corbusier (Charles-¨¦douard Jeanneret), Pierre Jeanneret"
"871","American",1959,"Robert Venturi"
"872","American",1959,"Robert Venturi"
"873","American",1959,"Robert Venturi"
"874","American",1959,"Robert Venturi"
"875","American",1959,"Robert Venturi"
"876","American",1959,"Robert Venturi"
"877","Japanese",1989,"Tadao Ando"
"878","American",1949,"Charles Eames"
"879","Japanese",1985,"Tadao Ando"
"880","Japanese",1989,"Tadao Ando"
"881","Brazilian",1979,"Roberto Burle Marx"
"882","American",1916,"Frank Lloyd Wright"
"883","German",1988,"Simon Ungers, Thomas Kinslow"
"884","American",1913,"Frank Lloyd Wright"
"885","American",1928,"Frank Lloyd Wright"
"886","Swiss",1984,"Mario Botta"
"887","French",1929,"Le Corbusier (Charles-¨¦douard Jeanneret), Pierre Jeanneret"
"888","French",1930,"Le Corbusier (Charles-¨¦douard Jeanneret), Pierre Jeanneret"
"889","American",1922,"Ludwig Mies van der Rohe"
"890","American",1921,"Ludwig Mies van der Rohe"
"891","American",1945,"Ludwig Mies van der Rohe"
"892","American",1928,"Ludwig Mies van der Rohe"
"893","American",1928,"Ludwig Mies van der Rohe"
"894","Finnish",1955,"Alvar Aalto"
"895","Finnish",1927,"Alvar Aalto"
"896","American",1928,"Ludwig Mies van der Rohe"
"897","founded",1975,"Richard Meier & Associates, Architects"
"898","American",1965,"Charles Gwathmey"
"899","American",1992,"Frank Stella, Earl Childress, Robert Kahn Architects, New York, Nageli & Vallebuona Architekten, Berlin"
"900","Dutch",1924,"Gerrit Rietveld, Mrs. Truus Schr<U+00F6>der-Schr<U+00E4>der"
"902","American",1930,"George Howe, William Lescaze"
"903","American",1977,"Frank O. Gehry"
"904","American",1967,"Michael Graves, Timothy Wood, Peter Waldman, Peter Carl, Robert White, Christopher Chimera"
"905","American",1937,"Richard Neutra"
"906","Spanish",1990,"I<U+00F1>aki ¨¢balos, Juan Herreros"
"907","Japanese",1984,"Tadao Ando"
"908","Dutch",1992,"Ben van Berkel"
"909","Spanish",1987,"Santiago Calatrava"
"910","Spanish",1989,"Santiago Calatrava"
"911","Austrian",1984,"Wolf D. Prix, Helmut Swiczinsky"
"912","American",1947,"Philip Johnson"
"913","founded  American",1991,"Eisenman Architects, New York, Peter Eisenman, Richard Rosson, Mark Wamble, Gregory Merryweather, Nazli Gononsay"
"914","American",1984,"Gwathmey Siegel & Associates Architects, Charles Gwathmey, Robert Siegel"
"915","Austrian",1994,"Hans Hollein"
"917","Japan",1995,"Toyo Ito & Associates, Architects"
"918","Dutch",1990,"Rem Koolhaas, Winy Maas, Elizabeth Alford, Xaveer de Geyter, Ray Maggiore, Vince Scirano, Ron Steiner, Yushi Uehara"
"919","American",1989,"Daniel Libeskind"
"920","Japanese",1967,"Fumihiko Maki"
"921","founded",1993,"Richard Meier & Partners, Architects"
"922","French",1992,"Jean Nouvel"
"923","Austrian",1991,"Ortner & Ortner, Laurids Ortner, Manfred Ortner"
"924","American",1976,"Cesar Pelli"
"925","American",1994,"Joel Sanders, Marc Tsurumaki, Jonathan Crary"
"926","Japanese",1992,"Kazuyo Sejima & Associates"
"927","American",1991,"Robert A. M. Stern"
"928","Iranian",1992,"Mehrdad Yazdani"
"929","American",1958,"Edward Larrabee Barnes"
"930","American",1983,"Peter Eisenman"
"931","French and Swiss",1982,"Bernard Tschumi"
"932","American",1983,"Frank O. Gehry"
"933","British",1990,"Nicholas Grimshaw"
"934","Finnish Finnish",1990,"The Group, Juha Kaakko, Ilkka Laine, Kimmo Liimatainen, Jari Tirkkonen"
"935","Finnish",1990,"Heikkinen Komonen Architects, Mikko Heikkinen, Markku Komonen"
"937","American",1994,"Steven Holl Architects"
"938","American",1996,"Steven Holl Architects"
"939","Japan",1990,"Toyo Ito & Associates, Architects"
"940","Italian",1988,"Renzo Piano Building Workshop, Renzo Piano, Noriaki Okabe, Peter Rice (Ove Arup and Partners), Nikken Sekkei Ltd."
"941","American",1991,"Joel Sanders, Architect, Joel Sanders, Marc Tsurumaki, Ernest Guenzburger, Sean Keller, Dillon Kyle, Cary Siress"
"942","Japanese",1990,"Kazuyo Sejima & Associates, Kazuyo Sejima"
"943","American",1977,"Skidmore Owings & Merrill, Gordon Bunshaft"
"944","Finnish",1944,"Alvar Aalto"
"945","Finnish",1955,"Alvar Aalto"
"946","Finnish",1958,"Alvar Aalto"
"947","Argentine",1975,"Emilio Ambasz"
"948","Argentine",1976,"Emilio Ambasz"
"949","American",1953,"Ludwig Mies van der Rohe"
"950","American",1978,"SITE (Sculpture in the Environment), James Wines"
"951","American",1978,"SITE (Sculpture in the Environment), James Wines"
"952","American",1954,"Ludwig Mies van der Rohe, Philip Johnson, Kahn & Jacobs"
"953","American",1936,"Marcel Breuer, Alfred Roth, Emil Roth"
"954","founded  Canadian",1994,"Asymptote Architecture, New York, Hani Rashid, Lise Anne Couture"
"955","British",1978,"Cedric Price"
"957","American",1949,"James Prestini"
"958","Finnish",1967,"Kaj Franck"
"960","Swiss",1886,"Gustave Falconnier"
"964","American",1920,"Corning Glass Works"
"968","Italian",1960,"Rodolfo Bonetto"
"970","German",1970,"Robert Oberheim"
"972","Swedish",1949,"L.M. Ericsson Telephone Company, company design, Hugo Blomberg, Ralph Lysell, Hans G<U+00F6>sta Thames"
"973","German",1972,"Reinhold Weiss"
"974","German",1970,"J¨¹rgen Greubel"
"975","American",1963,"David Walter Beck"
"976","Italian",1962,"Massimo Vignelli"
"977","French",1972,"Roger Tallon"
"978","Italian",1968,"Ettore Sottsass"
"979","German",1963,"Dieter Rams"
"980","Danish",1979,"Claus Bonderup, Torsten Thorup"
"981","Italian",1960,"Bruno Munari"
"982","Italian",1958,"Gino Colombini"
"983","American",1954,"Earl S. Tupper"
"984","American",1963,"Kenneth Brozen"
"985","American",1946,"Earl S. Tupper"
"986","Swedish",1974,"George Ygfors"
"987","Swedish",1974,"George Ygfors"
"988","Swedish",1974,"George Ygfors"
"989","American",1955,"Earl S. Tupper"
"990","American",1955,"Thomas W. Winstead"
"991","Finnish",1955,"Bertel Gardberg"
"992","Finnish",1957,"Bertel Gardberg"
"993","Italian",1961,"Enzo Mari"
"994","Japanese",1973,"Masayuki Kurokawa"
"995","Italian",1957,"Bruno Munari"
"996","American",1956,"Don Wallance"
"997","American",1950,"Charles H. McCrea"
"998","American",1957,"A. L. Pugh, S. J. Stein"
"999","Austrian",1967,"Walter Zeischegg"
"1000","Belgian",1976,"Koen De Winter"
"1001","American",1946,"Earl S. Tupper"
"1002","Japanese",1985,"Michio Arai"
"1003","German",1966,"Elsa Fischer-Treyden, Margret Hildebrand"
"1004","German",1966,"Elsa Fischer-Treyden, Margret Hildebrand"
"1010","Danish",1978,"Henning Andreasen"
"1011","Danish",1977,"Henning Andreasen"
"1012","Danish",1977,"Henning Andreasen"
"1013","Danish",1977,"Henning Andreasen"
"1014","Danish",1977,"Henning Andreasen"
"1015","Danish",1977,"Henning Andreasen"
"1016","Italian",1978,"Mario Bellini"
"1017","Danish",1978,"Claus Bonderup, Torsten Thorup"
"1018","Italian",1956,"Achille Castiglioni, Pier Giacomo Castiglioni"
"1019","American",1972,"Peter Hamburger"
"1022","Danish",1979,"Jacob Jensen"
"1023","Italian",1968,"Joe Colombo"
"1025","Italian",1975,"Giorgio Berretti"
"1026","Italian",1975,"Giorgio Berretti"
"1027","Italian",1975,"Giorgio Berretti"
"1028","Italian",1975,"Giorgio Berretti"
"1029","American",1944,"Isamu Noguchi"
"1030","Italian",1993,"Marco Ferreri"
"1031","American",1931,"Marguerite Wildenhain"
"1033","American",1937,"Carl Walters"
"1035","Japanese",1989,"Kazuo Kawasaki"
"1037","Italian",1979,"Leopoldo Tartarini"
"1038","Japanese",1992,"Makoto Komatsu"
"1039","American",1932,"Marcel Breuer"
"1040","Italian",1970,"Ugo La Pietra"
"1042","British",1993,"Ross Lovegrove"
"1043","Italian",1970,"Achille Castiglioni"
"1044","American",1912,"Frank Lloyd Wright"
"1045","American",1992,"Synthetic Industries, Chattanooga, TN"
"1046","Italian",1981,"Achille Castiglioni"
"1047","American",1990,"Synthetic Industries, Chattanooga, TN"
"1049","Finnish",1946,"Alvar Aalto"
"1050","American",1986,"Synthetic Industries, Chattanooga, TN"
"1051","Italian",1994,"Maurizio Ficcadenti"
"1052","American",1927,"Ludwig Mies van der Rohe"
"1053","American",1968,"Synthetic Industries, Chattanooga, TN"
"1054","Finnish",1948,"Kaj Franck"
"1055","American",1927,"Ludwig Mies van der Rohe"
"1056","American",1962,"Synthetic Industries, Chattanooga, TN"
"1057","Finnish",1948,"Kaj Franck"
"1058","American",1927,"Ludwig Mies van der Rohe"
"1059","Danish",1957,"Kristian Vedel"
"1061","American",1927,"Ludwig Mies van der Rohe"
"1062","Italian",1985,"Massimo Vignelli, Lella Vignelli, David Law"
"1065","American",1994,"Toots Zynsky"
"1067","American",1989,"Kevin Dwyer"
"1068","American",1954,"Florence Knoll"
"1069","Austrian",1968,"Haus-Rucker-Co, G¨¹nter Zamp Kelp, Laurids Ortner, Manfred Ortner, Klaus Pinter"
"1071","German",1902,"Hugo Leven"
"1072","Danish",1926,"Poul Henningsen"
"1073","Italian",1966,"Vico Magistretti"
"1074","French",1928,"Ren¨¦ Herbst"
"1076","Danish",1994,"Bent Hedegaard Nobert"
"1077","Danish",1950,"Carl Jacobs"
"1078","Swedish",1933,"Josef Frank"
"1079","Spanish",1992,"Montse Padr¨®s i Marqu¨¦s, Carlos Riart"
"1080","Finnish",1996,"Harri Koskinen"
"1081","Swedish",1933,"Josef Frank"
"1082","American",1971,"Frank O. Gehry"
"1083","Italian",1992,"Paolo Rizzatto"
